,category,subcategory,skill
1220,Engineering,Roads and Drainage,Highway Engineering
1221,Engineering,Robotics Subcategory,Motion Planning
1222,Engineering,Robotics Subcategory,Robot Operating Systems
1223,Engineering,Robotics Subcategory,Inverse Kinematics
1224,Engineering,Robotics Subcategory,Industrial Robotics
1225,Engineering,Robotics Subcategory,Obstacle Avoidance
1226,Engineering,Robotics Subcategory,Robotics
1227,Engineering,Signal Processing Subcategory,Electronic Oscillator
1228,Engineering,Signal Processing Subcategory,Filter Design
1229,Engineering,Signal Processing Subcategory,Digital Signal Processing
1230,Engineering,Signal Processing Subcategory,Signal Processing
1231,Engineering,Signal Processing Subcategory,Spectral Analysis
1232,Engineering,Signal Processing Subcategory,Simulink
1233,Engineering,Signal Processing Subcategory,Noise Reduction
1234,Engineering,Simulation and Simulation Software,Spectre Circuit Simulator
1235,Engineering,Simulation and Simulation Software,Molecular Dynamics
1236,Engineering,Simulation and Simulation Software,Computer Simulation
1237,Engineering,Simulation and Simulation Software,Simulations
1238,Engineering,Simulation and Simulation Software,MODO (3D Modeling Software)
1239,Engineering,Simulation and Simulation Software,3D Modeling
1240,Engineering,Simulation and Simulation Software,Simulation Software
1241,Engineering,Surveying and Cartography,Field Surveys
1242,Engineering,Surveying and Cartography,Surveying
1243,Engineering,Surveying and Cartography,Cartography
1244,Environment,Air Quality and Emissions,Air Quality
1245,Environment,Air Quality and Emissions,Greenhouse Gas
1246,Environment,Climate Change,Climate Change Mitigation
1247,Environment,Climate Change,Climate Variability And Change
1248,Environment,Climate Change,Climate Change Adaptation
1249,Environment,Climate Change,Climate Modeling
1250,Environment,Climate Change,Climate Resilience
1251,Environment,Conservation,Conservation Planning
1252,Environment,Conservation,Environmental Protection
1253,Environment,Conservation,Environmentalism
1254,Environment,Conservation,Rainwater Harvesting
1255,Environment,Conservation,Wildlife Conservation
1256,Environment,Ecology Subcategory,Urban Ecology
1257,Environment,Ecology Subcategory,Coastal Ecology
1258,Environment,Ecology Subcategory,Ecological Restoration
1259,Environment,Ecology Subcategory,Ecology
1260,Environment,Ecology Subcategory,Landscape Ecology
1261,Environment,Ecology Subcategory,Ecosystem Science
1262,Environment,Ecology Subcategory,Ecological Systems
1263,Environment,Environment and Resource Management,Environmental Studies
1264,Environment,Environment and Resource Management,Environmental Science
1265,Environment,Environment and Resource Management,Environmental Degradation
1266,Environment,Environment and Resource Management,Environmental Engineering
1267,Environment,Environment and Resource Management,Green Infrastructure
1268,Environment,Environment and Resource Management,Environmental Impact Assessments
1269,Environment,Environment and Resource Management,Sustainable Business
1270,Environment,Environment and Resource Management,Environmental Policy
1271,Environment,Environment and Resource Management,Natural Resource Management
1272,Environment,Environment and Resource Management,Pollution Prevention
1273,Environment,Environment and Resource Management,Mitigation
1274,Environment,Environment and Resource Management,Environmental Monitoring
1275,Environment,Environment and Resource Management,Land Management
1276,Environment,Environment and Resource Management,Sustainable Development
1277,Environment,Environment and Resource Management,Water Resource Management
1278,Environment,Environment and Resource Management,Sustainable Management
1279,Environment,Environment and Resource Management,Environmental Management Systems
1280,Environment,Environment and Resource Management,Environmental Resource Management
1281,Environment,Environment and Resource Management,Environmental Issue
1282,Environment,Environment and Resource Management,Water Resources
1283,Environment,Environmental Engineering and Restoration,Restoration Ecology
1284,Environment,Environmental Engineering and Restoration,Environmental Emergency
1285,Environment,Environmental Engineering and Restoration,Environmental Economics
1286,Environment,Environmental Engineering and Restoration,Water Pollution
1287,Environment,Environmental Engineering and Restoration,Environmental Technology
1288,Environment,Environmental Geology,Surface Water
1289,Environment,Environmental Geology,Groundwater
1290,Environment,Environmental Geology,Soil Management
1291,Environment,Environmental Geology,Sediment
1292,Environment,Environmental Geology,Soil Science
1293,Environment,Environmental Regulations,ISO 14000 Series
1294,Environment,Environmental Regulations,Safe Drinking Water Act
1295,Environment,Environmental Regulations,Environmental Laws
1296,Environment,Environmental Regulations,Environmental Protocols
1297,Environment,Environmental Regulations,Water Law
1298,Environment,Forestry Subcategory,Forest Management
1299,Environment,Forestry Subcategory,Forestry
1300,Environment,Forestry Subcategory,Agroforestry
1301,Environment,Hazardous Materials Management,Biological Hazards
1302,Environment,Hazardous Materials Management,Radioactive Waste
1303,Environment,Waste Management Subcategory,Waste Collection
1304,Environment,Waste Management Subcategory,Landfill
1305,Environment,Waste Management Subcategory,Sludge
1306,Environment,Waste Management Subcategory,Waste Treatment
1307,Environment,Waste Management Subcategory,Waste Management
1308,Finance Subcategory,Accounting and Finance Software,Accounting Software
1309,Finance Subcategory,Accounting and Finance Software,Accounting Systems
1310,Finance Subcategory,Accounts Payable and Receivable,Accounts Receivable
1311,Finance Subcategory,Auditing Subcategory,Auditing
1312,Finance Subcategory,Banking Services Subcategory,Payment Systems
1313,Finance Subcategory,Banking Services Subcategory,Commercial Banking
1314,Finance Subcategory,Banking Services Subcategory,Banking Services
1315,Finance Subcategory,Banking Services Subcategory,Transactional Accounts
1316,Finance Subcategory,Banking Services Subcategory,Prepayment
1317,Finance Subcategory,Banking Services Subcategory,Automated Teller Machine
1318,Finance Subcategory,Banking Services Subcategory,Financial Services
1319,Finance Subcategory,Banking Services Subcategory,Financial Institution
1320,Finance Subcategory,Banking Services Subcategory,Customer Identification Program
1321,Finance Subcategory,Banking Services Subcategory,Alternative Financial Services
1322,Finance Subcategory,Billing and Invoicing,Billing
1323,Finance Subcategory,Billing and Invoicing,Online Transaction Processing
1324,Finance Subcategory,Budget Management,Budget Cycle
1325,Finance Subcategory,Budget Management,Budgeting
1326,Finance Subcategory,Cash Management Subcategory,Cash Flow Management
1327,Finance Subcategory,Cash Management Subcategory,Cash Flows
1328,Finance Subcategory,Cash Management Subcategory,Cash Management
1329,Finance Subcategory,Cash Management Subcategory,Net Present Value
1330,Finance Subcategory,Commercial Lending,Commercial Finance
1331,Finance Subcategory,Commercial Lending,Repurchase Agreements
1332,Finance Subcategory,Cost Accounting Subcategory,Activity-Based Costing
1333,Finance Subcategory,Cost Accounting Subcategory,Cost Of Goods Sold (Inventory)
1334,Finance Subcategory,Cost Accounting Subcategory,Cost Benefit Analysis
1335,Finance Subcategory,Cost Accounting Subcategory,Cost-Of-Production Theory Of Value
1336,Finance Subcategory,Cost Accounting Subcategory,Cost Accounting
1337,Finance Subcategory,Cost Accounting Subcategory,Cost Reduction
1338,Finance Subcategory,Cryptocurrency Subcategory,Bitcoin
1339,Finance Subcategory,Cryptocurrency Subcategory,Cryptocurrency
1340,Finance Subcategory,Electronic Trading Subcategory,Electronic Trading
1341,Finance Subcategory,Financial Accounting Subcategory,Financial Accounting
1342,Finance Subcategory,Financial Accounting Subcategory,Comprehensive Income
1343,Finance Subcategory,Financial Accounting Subcategory,Gross Profit
1344,Finance Subcategory,Financial Accounting Subcategory,Operating Cost
1345,Finance Subcategory,Financial Accounting Subcategory,Depreciation
1346,Finance Subcategory,Financial Accounting Subcategory,Asset Allocation
1347,Finance Subcategory,Financial Accounting Subcategory,Break-Even Analysis
1348,Finance Subcategory,Financial Accounting Subcategory,Finance
1349,Finance Subcategory,Financial Accounting Subcategory,Working Capital
1350,Finance Subcategory,Financial Accounting Subcategory,Revenue Recognition
1351,Finance Subcategory,Financial Accounting Subcategory,Fair Value
1352,Finance Subcategory,Financial Accounting Subcategory,Retained Earnings
1353,Finance Subcategory,Financial Advisement,Personal Finance
1354,Finance Subcategory,Financial Advisement,Financial Education
1355,Finance Subcategory,Financial Advisement,Financial Literacy
1356,Finance Subcategory,Financial Analysis Subcategory,Interest Rate Swap
1357,Finance Subcategory,Financial Analysis Subcategory,Variance Analysis
1358,Finance Subcategory,Financial Analysis Subcategory,Financial Statement Analysis
1359,Finance Subcategory,Financial Analysis Subcategory,Arbitrage
1360,Finance Subcategory,Financial Analysis Subcategory,Financial Data
1361,Finance Subcategory,Financial Analysis Subcategory,Cash Flow Analysis
1362,Finance Subcategory,Financial Analysis Subcategory,Financial Analysis
1363,Finance Subcategory,Financial Analysis Subcategory,Discounted Cash Flow
1364,Finance Subcategory,Financial Analysis Subcategory,Securities Research
1365,Finance Subcategory,Financial Analysis Subcategory,Business Valuation
1366,Finance Subcategory,Financial Analysis Subcategory,Financial Forecasting
1367,Finance Subcategory,Financial Analysis Subcategory,Financial Planning
